date,geo,pair,assignment,response,cost
2024-04-01,500,0,2,12.0,152.56588170904763
2024-04-01,502,1,2,1.0,2.337110297142857
2024-04-01,503,0,1,6.0,30.213183658253968
2024-04-01,505,1,1,20.0,371.9534503075
2024-04-01,506,2,2,136.0,93.38452099493644
2024-04-01,507,3,2,14.0,98.1313704554401
2024-04-01,508,4,2,12.0,119.17931145596938
2024-04-01,509,2,1,6.0,16.474282309166668
2024-04-01,510,5,2,43.0,16.860276555023923
2024-04-01,513,3,1,5.0,35.48485938190476
2024-04-01,514,6,2,12.0,72.5113098447897
2024-04-01,515,7,2,20.0,114.2976041800638
2024-04-01,516,4,1,1.0,4.507638137777778
2024-04-01,517,8,2,47.0,388.31953264224666
2024-04-01,518,9,2,13.0,96.28647727275948
2024-04-01,519,5,1,8.0,69.67825075740149
2024-04-01,520,6,1,4.0,22.702027526752136
2024-04-01,521,7,1,7.0,89.81088939
2024-04-01,522,10,2,3.0,20.191944444444445
2024-04-01,523,11,2,6.0,30.960386802857144
2024-04-01,524,8,1,178.0,1168.5379568005917
2024-04-01,525,9,1,3.0,4.823196098571429
2024-04-01,526,10,1,0.0,0.0
2024-04-01,527,11,1,12.0,152.02923643333332
2024-04-01,529,12,1,14.0,69.13715930333333
2024-04-01,530,12,2,15.0,41.5100734318394
2024-04-01,531,13,2,3.0,9.383021576666668
2024-04-01,532,13,1,9.0,85.09863870951419
2024-04-01,533,14,2,34.0,305.6595595269231
2024-04-01,534,15,2,54.0,507.8329700707949
2024-04-01,535,16,2,35.0,149.16172620406812
2024-04-01,536,14,1,5.0,8.017124797777777
2024-04-01,537,15,1,9.0,13.589612476666666
2024-04-01,538,16,1,7.0,61.77527052289945
2024-04-01,539,17,1,37.0,102.76710373608904
2024-04-01,540,17,2,12.0,19.716330244285714
2024-04-01,541,18,1,3.0,12.979307385
2024-04-01,542,18,2,2.0,16.761508685454544
2024-04-01,543,19,2,5.0,16.907358596666665
2024-04-01,544,20,2,16.0,105.04001901777778
2024-04-01,545,21,2,6.0,13.852707763504274
2024-04-01,546,19,1,13.0,37.896929171443006
2024-04-01,547,22,2,6.0,24.176341036363635
